weight,relation,attr_dict
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_051fad50c4dcbb931409fe26a2d94c86b9c766cd421992ac05c6bf0300163ea3', 'target': 'Domain_265fcbd4e812ca1d3944f2d16114ef32c2c3e7e9860af365663660417f10fce9'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_d0e76fa418e0099749ee46934e1a5a627c91ea3cf4e343c26cd791d5ff51bc3a', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_dcc5a01d87c8dffb24ecb58b2ca3d262944af96ce2ff5d8663594524e029666d', 'target': 'Domain_e85dc3100fe65380bccc56d03f120208020fd30f11ade55cc523bf7e6e217e29'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_0d2835fd5c2f4abe8ef43ccb572d5f16d333f7f3daa348b7ad5cd3f7d42ebdb4', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_d46cfa6117add2d33388d3fed26fec8815b5ea4925b12696e6902d049b51d67e', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_d46cfa6117add2d33388d3fed26fec8815b5ea4925b12696e6902d049b51d67e', 'target': 'Domain_d943c57945cfe67f40652311f982a13db6bc6591a5ffdd29906b2fec3dc8487b'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_c7c66bd248ccf2f5dd90903110d7246bd1667f3bae0957b986df65d64616cf86', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_c7c66bd248ccf2f5dd90903110d7246bd1667f3bae0957b986df65d64616cf86', 'target': 'Domain_6ea069320bb65d6d51652c86ed04655ebba8aaae234a5671b47c948d0f62c215'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_c7c66bd248ccf2f5dd90903110d7246bd1667f3bae0957b986df65d64616cf86', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_9450eb53e9b8b5b921ceafdf687ba2ffa9b4dbd7a32b42129c4026838e1bce72', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_9450eb53e9b8b5b921ceafdf687ba2ffa9b4dbd7a32b42129c4026838e1bce72', 'target': 'Domain_92372d386f244a15cc23a87246e166002e2e6230098381e09dcf8a2c930093ff'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_32b324c8063571eb7045b3ebcd70c292e4a0d7484db71f4ef01f5872e4daa326', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_1da67a91dbd7f671f8902a09c40bfc0b9ca70096c0a83a194a7b5af003b01e1c', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_1da67a91dbd7f671f8902a09c40bfc0b9ca70096c0a83a194a7b5af003b01e1c', 'target': 'Domain_d7bd1007d6f5d9821e89941723d3fcf498cf6ace79c6193960ac412f7305b2f7'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_46c51dea8a8a9564adadfa4ffd571d7c9571ec6a31ae544ffd45f6c17e6747b1', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_46c51dea8a8a9564adadfa4ffd571d7c9571ec6a31ae544ffd45f6c17e6747b1', 'target': 'Domain_bd892afc54b708605082fb0fe3a8a910bd5d473a24c81c365b62cc5fcfc1c593'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_5f739a7a4ba00592ac1f3eee3d1f8988e96f48eb827b4cff6320a14bad0e14d0', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_96011b6dc4009ac1e3efa94a5083a25c2d98a1e31338a154f275a950ac1a877d', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_96011b6dc4009ac1e3efa94a5083a25c2d98a1e31338a154f275a950ac1a877d', 'target': 'Domain_ea40644f302b5651bfa455da6ba776b7a083fa225be5c16739da094ac2ca36ca'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_0c6cf85ba79d02f57aa8762f34dded677afca25a0cd9bf6975fcdd5c50ebaa46', 'target': 'Domain_bfdb27e24733b510967d77c8f096f408df81457976bd7c12cfc5c6244dd3d81d'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_799f12fbf2b2707c9292f91b57d2f36c6b37e65c6d838eee3af88372e3784b6c', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_799f12fbf2b2707c9292f91b57d2f36c6b37e65c6d838eee3af88372e3784b6c', 'target': 'Domain_639222499407c732d3d9c02ec5781811e922c2ec987190b29478d7cec7b9817d'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_38a3c700937b1998e2c7bbf4fbffa06fc949eaa25c7a6115e07a278830ab0fd4', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_38a3c700937b1998e2c7bbf4fbffa06fc949eaa25c7a6115e07a278830ab0fd4', 'target': 'Domain_5ae7eefe1a908b829b5dd959f0dbc0e942f7321adb0a8b95d498945eeb3b4aef'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_fdc90a36f5cb47d5cc6c10d6fd95ae9b4fb57e09b54e6e55b2a95c5bef218a4e', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_20be2243f79ed793cd0a5418673154519424884b7f8bbce66ef72618b2f3d6c9', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_20be2243f79ed793cd0a5418673154519424884b7f8bbce66ef72618b2f3d6c9', 'target': 'Domain_c4a0d2090b5086c5272a1cc3dbba3622c15fdc9783dcf8a83db045c225e8b6a9'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_aa8684adc56f5ea01c258c8ecd97b3881fd9de2192c1838464e6b77289795c1f', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_9e9c4fd5e5c16802b378dbf552a30a2043900afe01f59b9c093f9dc7f48a5f4d', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_44039698bf9162a563f0bdc877174a6c3095c2f21583b19f73d9bc49eb547dc1', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_44039698bf9162a563f0bdc877174a6c3095c2f21583b19f73d9bc49eb547dc1', 'target': 'Domain_40c5ea60d04075dee771e32c9a42c290dcae49502c268552835063c937073af1'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_f4068b776da2fcede99d7a88a180963f49df77f74edaf13a2ed3c3bd60baf240', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_f06444bd5c35ecb5037de5bde89d9d4b70d4d5d673368eb0f485579fdef45b1c', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_f06444bd5c35ecb5037de5bde89d9d4b70d4d5d673368eb0f485579fdef45b1c', 'target': 'Domain_a16c8f40aa0574c08adb3543319524a838856b527eebf839b85553733aae5bd1'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_6f37e4592ce6d27cf6fbaac6f63e23eb15812ee80e75a0f1225b9c5d66db873c', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_6f37e4592ce6d27cf6fbaac6f63e23eb15812ee80e75a0f1225b9c5d66db873c', 'target': 'Domain_8733dacf0bbdc047ea427b2b9a4863e18d5aec0ed9532236a84a39ec68632f00'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_9baede0b4e2b957e1be68b6c8070f737f13de8bf908b6a3a67832157aabbe835', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_9baede0b4e2b957e1be68b6c8070f737f13de8bf908b6a3a67832157aabbe835', 'target': 'Domain_2d39c459a80aba46968b8de7becb983a585971bbb2d83bcd74923e01110dfe8d'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_9baede0b4e2b957e1be68b6c8070f737f13de8bf908b6a3a67832157aabbe835', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_8b90c91948fef31eec7323884dcaaf4b60201ba591d6288d71e9a38df63659f1', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_e516de881b7cd0c7212dad95f088ffbc4734b44af11a26a0da1af0b66e453887', 'target': 'Domain_fc3d7ffa4836c370cd17f3379266a04c367ba596f205ea7b89d7744d95df5108'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_c334cf827fed203857707c2c967a34bcd57ab8a0fbcc32d37c470fd196efbc0b', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_c142daeec513050c95cc22c21c20cae1c514f96e983fc134f93c5f57fdaa779d', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_d7bd1007d6f5d9821e89941723d3fcf498cf6ace79c6193960ac412f7305b2f7', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_d7bd1007d6f5d9821e89941723d3fcf498cf6ace79c6193960ac412f7305b2f7', 'target': 'Domain_1da67a91dbd7f671f8902a09c40bfc0b9ca70096c0a83a194a7b5af003b01e1c'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_0b68707a32b02544b5d3678f77be67e3a6286780e79cb237e852386f28ee2ac3', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_e85dc3100fe65380bccc56d03f120208020fd30f11ade55cc523bf7e6e217e29', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_e85dc3100fe65380bccc56d03f120208020fd30f11ade55cc523bf7e6e217e29', 'target': 'Domain_dcc5a01d87c8dffb24ecb58b2ca3d262944af96ce2ff5d8663594524e029666d'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_995365759575c89e7343b1df1674894e9bea0a9760138a0ff513d9a2ce36f9de', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_995365759575c89e7343b1df1674894e9bea0a9760138a0ff513d9a2ce36f9de', 'target': 'Domain_0d2835fd5c2f4abe8ef43ccb572d5f16d333f7f3daa348b7ad5cd3f7d42ebdb4'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_802a6d7e98548023860bf40b50295d48781496451daf11fb516559b18eef9742', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_802a6d7e98548023860bf40b50295d48781496451daf11fb516559b18eef9742', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_ffbac55cce51128cf09d9d58598d1f5fc4665bf3e310b445820d7ea982a4423c', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_ffbac55cce51128cf09d9d58598d1f5fc4665bf3e310b445820d7ea982a4423c', 'target': 'Domain_eee2aa1dd067dbb250135778b348873e9edfee8f28dad3398a46cad7a9523e23'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_baa4a9a735887ca05241b265729925ef24ef76c7e83f2316a8ebf5216dd891bc', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_6ea069320bb65d6d51652c86ed04655ebba8aaae234a5671b47c948d0f62c215', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_b3d8afb6d2f6a5d48e47230b053f64cafb84c6c278565a684c05a9e1a24f3f1e', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_b3d8afb6d2f6a5d48e47230b053f64cafb84c6c278565a684c05a9e1a24f3f1e', 'target': 'Domain_56f75dc84f1310a13032a49dc622e31e2df6611f4625b998998fd61124bb53c4'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_b3d8afb6d2f6a5d48e47230b053f64cafb84c6c278565a684c05a9e1a24f3f1e', 'target': 'Domain_5dd21aedc6e70c889f6919e80fced1a355ab789316bc73f1705e5da2dec34c64'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_b3d8afb6d2f6a5d48e47230b053f64cafb84c6c278565a684c05a9e1a24f3f1e', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_9073790f06d3289b322b6283c853ba609c08553cdf45e00052e84f5192c83ae9', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_bc054d9c056e6fd662a008cd13577e9c6247fcdd81eca50e7ee685f42f616a5c', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_bc054d9c056e6fd662a008cd13577e9c6247fcdd81eca50e7ee685f42f616a5c', 'target': 'Domain_7f0358a44585be49f02c52514d204d569d891779be7e26b1c0d74c9c0a1943f7'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_1daf8b0ed529825374a56a91235cb1de64f629df97d2e18c13573f4f319b3b2c', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_1daf8b0ed529825374a56a91235cb1de64f629df97d2e18c13573f4f319b3b2c', 'target': 'Domain_66b46ab89dcae853b049ffb92a3fbeddec3c284bf487c37bb89835cc7fc014d7'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_fc62004a57c06e5245dd5f631e3b1f8b760d83d1fc9029bbc6502061cdc6cfda', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_dns_a,"{'relation': 'r_dns_a', 'source': 'Domain_f2737f1ad92c212fe649379d2147bfbf6d800ca1f3a96ad842521118e7ad1921', 'target': 'IP_be80f8d9f371531e2c6985006ff21d2bd9b60abe5472669788bca40431aaefc0'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_e899bc4707c2c759e470f99c4c75b218fb17d8d6ba9c882d72be9e342c027923', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_e899bc4707c2c759e470f99c4c75b218fb17d8d6ba9c882d72be9e342c027923', 'target': 'Domain_dab9e6ceba1005a187b614f58bae14aae215f485277398c2cf57711ebfd6b666'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_3b16473d4528bb00fe0741fd98f4d57eddea464e122a62eb1a9b6352b4a11152', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_3b16473d4528bb00fe0741fd98f4d57eddea464e122a62eb1a9b6352b4a11152', 'target': 'Domain_e32fd50237a67458c5737f0e6e0960d5816bbe4c3d015f42e9048a4878042678'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_c1fbcbe824e7e6ebe0d521e0a9eadd458c91ff3452cc9703c6bc2c0c1d798ffe', 'target': 'Domain_1c25dc745eb82bc32bf035e8b13d8a2e438a79e3acec09d0808176ce6aa91a06'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_ffb4c6f42928ddb6a998ab5c8e7c3b8ca5538aa4f2f9a2d3fdd633d266f27d24', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_049d9b5f7a3331dec405cf94034208e17239dd7fdc633b49100a1be44382e17d', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_049d9b5f7a3331dec405cf94034208e17239dd7fdc633b49100a1be44382e17d', 'target': 'Domain_fa221c6b280eaa1ec10b0cfdb76791f2c7b4c58c6e45bed094467cbf3850eb4b'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_9bdba594dd65aeb7cd3063f91c666d7115240fbb5cbc6e91fcb799add8686d31', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_9bdba594dd65aeb7cd3063f91c666d7115240fbb5cbc6e91fcb799add8686d31', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_ccc221327529dfbcaf8b0f3da2f6448fb1564ad593084122b2c6aad22176a972', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_27de6af0c8bd208f77fd22ba598474889639c150414147d125f8b1b22cc1f9f3', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_07f3d562df1111962a9fc88cf31163b7afca6746eab50165e378ba58dd1b01ae', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_07f3d562df1111962a9fc88cf31163b7afca6746eab50165e378ba58dd1b01ae', 'target': 'Domain_8636529185b6ac17ee9a0a9d1e0a25d150d7afc3b5d560bf92b5b3bc081be8c1'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_abeeafce1fc85271217cd84cb8c951bad2e9527bd59c468c59dc0a3aedaa760f', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_abeeafce1fc85271217cd84cb8c951bad2e9527bd59c468c59dc0a3aedaa760f', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_2841955c59ff8204a7e42730dda76b70b250a52eb6c53196e0a800b27da0e497', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_cccf1cff7681d608b7f52120be09b16cdae7884607b733808a383c63eaa05c0d', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_cccf1cff7681d608b7f52120be09b16cdae7884607b733808a383c63eaa05c0d', 'target': 'Domain_ffb4c6f42928ddb6a998ab5c8e7c3b8ca5538aa4f2f9a2d3fdd633d266f27d24'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_d239f511a6dc5d65d954dfff5c782fe9fc993a89e242036070bc5c3dd25cc429', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_d239f511a6dc5d65d954dfff5c782fe9fc993a89e242036070bc5c3dd25cc429', 'target': 'Domain_c29ce943ba8c2d7c8dc2e85c3d68284d7f0f19d36161a3e05a8f3fab5956d615'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_6929e72afaf2cc0b6c242e17b774bf2918395a90b52d7309aa7089c138806b93', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_6929e72afaf2cc0b6c242e17b774bf2918395a90b52d7309aa7089c138806b93', 'target': 'Domain_aa8684adc56f5ea01c258c8ecd97b3881fd9de2192c1838464e6b77289795c1f'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_0d4d03064321178c16bc58f730492ebc8e6b0756a7a73db0806228af75eebec1', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_0d4d03064321178c16bc58f730492ebc8e6b0756a7a73db0806228af75eebec1', 'target': 'Domain_fd8dedde63bbec6804c25f16ec8989dba0040bf11cbd47ea3b2c71af2eca5f36'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_dffc66637d23c38ffbeaf78bd8b0b2610121aabf1aa5935f1fbf15e998421a81', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_dffc66637d23c38ffbeaf78bd8b0b2610121aabf1aa5935f1fbf15e998421a81', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_2d39c459a80aba46968b8de7becb983a585971bbb2d83bcd74923e01110dfe8d', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_2d39c459a80aba46968b8de7becb983a585971bbb2d83bcd74923e01110dfe8d', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_99b78460a06b4d863fd6ea6298d231d578b50c41ad973eedb739a7f2c0bef060', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_61e0c03d4acab59a7ddfd903865ee6ea4f523b5a1a162c9765cc540d097982c8', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_25db2c69b7e4c665ca7955d4c516010192ec6de2ec7d6ae3351507800dd3aac8', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_25db2c69b7e4c665ca7955d4c516010192ec6de2ec7d6ae3351507800dd3aac8', 'target': 'Domain_7ed55cdb54ef2d772171731b9547340f49a8f3745d5790e52ad7b73211f4bf1c'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_25db2c69b7e4c665ca7955d4c516010192ec6de2ec7d6ae3351507800dd3aac8', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_24e24f9575da6eb1c8062c5d79a4b1494f8325b69c818d3a45d4f9293aa09ef7', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_cf80a2f50c2588c08aabb868e722650badb0dfc54939cdb94c7575d461d769b9', 'target': 'Domain_a0cc0d5d26b187d4640cc941f303bb096c4eb5be7cb9ca2a26dea1287de1020f'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_cf80a2f50c2588c08aabb868e722650badb0dfc54939cdb94c7575d461d769b9', 'target': 'Domain_06b2c2b3fb254fc2774438eabefb1f6454fe36f8afd046ff809b220f4881b77e'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_cf80a2f50c2588c08aabb868e722650badb0dfc54939cdb94c7575d461d769b9', 'target': 'Domain_08d72e68a97328f13883e974b3a1ab0eccb1884c698882c32f8ef7122369faf3'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_cf80a2f50c2588c08aabb868e722650badb0dfc54939cdb94c7575d461d769b9', 'target': 'Domain_4b8705de4f710016de964a92db6525325a0b1b339da04a2b61546ad52964c8bb'}"
